english	translation	category	sub_category	source
A cup of Guthix Rest.	一杯 Guthix Rest。 [yi bei  Guthix Rest。]	examine	item	Guthix rest(4)
A half-filled feather mattress.	半填充的羽毛床垫。 [ban tian chong de yu mao chuang dian 。]	examine	item	Stodgy mattress
A comfy-looking feather mattress.	看起来很舒服的羽毛床垫。 [kan qi lai hen shu fu de yu mao chuang dian 。]	examine	item	Comfy mattress
Looks like a bunch of rust to me.	对我来说看起来像一堆铁锈。 [dui wo lai shuo kan qi lai xiang yi dui tie xiu 。]	examine	item	Iron oxide
An animate rock spell is written on this parchment.	这张羊皮纸上写着一个有生命的岩石咒语。 [zhe zhang yang pi zhi shang xie zhe yi ge you sheng ming de yan shi zhou yu 。]	examine	item	Animate rock scroll
These weathervane directionals are broken.	这些风向标方向已被破坏。 [zhe xie feng xiang biao fang xiang yi bei po huai 。]	examine	item	Broken vane part
The weathervane directionals should work now.	风向标现在应该可以工作了。 [feng xiang biao xian zai ying gai ke yi gong zuo le 。]	examine	item	Directionals
This weathervane ornament is damaged.	该风向标装饰品已损坏。 [gai feng xiang biao zhuang shi pin yi sun huai 。]	examine	item	Broken vane part
A fixed Weathervane ornament.	固定的风向标装饰品。 [gu ding de feng xiang biao zhuang shi pin 。]	examine	item	Ornament
A broken Weathervane pillar.	一根折断的风向标柱。 [yi gen zhe duan de feng xiang biao zhu 。]	examine	item	Broken vane part
A fixed weathervane rotating pillar.	固定的风向标旋转柱。 [gu ding de feng xiang biao xuan zhuan zhu 。]	examine	item	Weathervane pillar
Clear skies ahead, with some chance of showers, thunderstorms, ice and hail.	前方天空晴朗，可能有阵雨、雷暴、冰和冰雹。 [qian fang tian kong qing lang ， ke neng you zhen yu 、 lei bao 、 bing he bing bao 。]	examine	item	Weather report
This is pretty well sealed.	这密封得很好。 [zhe mi feng de hen hao 。]	examine	item	Airtight pot
This needs firing, then it should fit on a normal-sized pot.	这需要烧制，然后它应该适合正常尺寸的锅。 [zhe xu yao shao zhi ， ran hou ta ying gai shi he zheng chang chi cun de guo 。]	examine	item	Unfired pot lid
This should fit on a normal-sized pot.	这应该适合正常尺寸的锅。 [zhe ying gai shi he zheng chang chi cun de guo 。]	examine	item	Pot lid
An airtight pot with something inside, most likely breathing salts.	一个密闭的罐子，里面有东西，很可能是呼吸盐。 [yi ge mi bi de guan zi ， li mian you dong xi ， hen ke neng shi hu xi yan 。]	examine	item	Breathing salts
A large cage for transporting chickens.	用于运输鸡的大笼子。 [yong yu yun shu ji de da long zi 。]	examine	item	Chicken cage
A jungle forester's super sharp axe.	丛林护林员的超锋利斧头。 [cong lin hu lin yuan de chao feng li fu tou 。]	examine	item	Sharpened axe
Some mahogany logs which have been professionally cured.	一些经过专业处理的红木原木。 [yi xie jing guo zhuan ye chu li de hong mu yuan mu 。]	examine	item	Red mahogany log
I can store my keys here.	我可以把钥匙存放在这里。 [wo ke yi ba yao shi cun fang zai zhe li 。]	examine	item	Steel key ring
I wonder what happens if I rub it...	我想知道如果我擦它会发生什么... [wo xiang zhi dao ru guo wo ca ta hui fa sheng shen me ...]	examine	item	Antique lamp
It's a bowl of hot water.	这是一碗热水。 [zhe shi yi wan re shui 。]	examine	item	Bowl of hot water
A cup of water.	一杯水。 [yi bei shui 。]	examine	item	Cup of water
It's hot!	很热！ [hen re ！]	examine	item	Cup of hot water
A ruined herb tea.	一种被毁掉的香草茶。 [yi zhong bei hui diao de xiang cao cha 。]	examine	item	Ruined herb tea
An unfinished herb tea made up of water and harralander.	由水和哈拉兰德制成的未完成的花草茶。 [you shui he ha la lan de zhi cheng de wei wan cheng de hua cao cha 。]	examine	item	Herb tea mix
An unfinished herb tea made up of water and guam.	由水和关糖制成的未完成的花草茶。 [you shui he guan tang zhi cheng de wei wan cheng de hua cao cha 。]	examine	item	Herb tea mix
An unfinished herb tea made up of water and marrentill.	一种未完成的香草茶，由水和马伦提尔制成。 [yi zhong wei wan cheng de xiang cao cha ， you shui he ma lun ti er zhi cheng 。]	examine	item	Herb tea mix
An unfinished herb tea made up of water, harralander and marrentill.	一种未喝完的花草茶，由水、哈拉兰德和马伦提尔制成。 [yi zhong wei he wan de hua cao cha ， you shui 、 ha la lan de he ma lun ti er zhi cheng 。]	examine	item	Herb tea mix
An unfinished herb tea made up of water, harralander and guam.	一种未完成的花草茶，由水、哈拉兰德和关岛茶制成。 [yi zhong wei wan cheng de hua cao cha ， you shui 、 ha la lan de he guan dao cha zhi cheng 。]	examine	item	Herb tea mix
An unfinished herb tea made up of water and 2 doses of guam.	未喝完的花草茶，由水和 2 份关糖制成。 [wei he wan de hua cao cha ， you shui he  2  fen guan tang zhi cheng 。]	examine	item	Herb tea mix
An unfinished herb tea made up of water, guam and marrentill.	一种未喝完的花草茶，由水、关糖和马伦提尔制成。 [yi zhong wei he wan de hua cao cha ， you shui 、 guan tang he ma lun ti er zhi cheng 。]	examine	item	Herb tea mix
An unfinished herb tea made up of water, harralander, marrentill and guam.	一种未完成的花草茶，由水、哈拉兰德、马伦提尔和关岛茶制成。 [yi zhong wei wan cheng de hua cao cha ， you shui 、 ha la lan de 、 ma lun ti er he guan dao cha zhi cheng 。]	examine	item	Herb tea mix
An unfinished herb tea made up of water, 2 doses of guam and marrentill.	未喝完的花草茶，由水、2 剂关岛和马伦提尔制成。 [wei he wan de hua cao cha ， you shui 、2  ji guan dao he ma lun ti er zhi cheng 。]	examine	item	Herb tea mix
An unfinished herb tea made up of water, 2 doses of guam and harralander.	未喝完的花草茶，由水、2 剂关岛和哈拉兰德制成。 [wei he wan de hua cao cha ， you shui 、2  ji guan dao he ha la lan de zhi cheng 。]	examine	item	Herb tea mix
The strange characters supposedly grant Svidi safe passage into Rellekka.	据称，这些奇怪的人物让斯维迪安全进入雷莱卡。 [ju cheng ， zhe xie qi guai de ren wu rang si wei di an quan jin ru lei lai ka 。]	examine	item	Safety guarantee
This fruit is known as White Pearl. Should taste good.	这种水果被称为白珍珠。味道应该不错。 [zhe zhong shui guo bei cheng wei bai zhen zhu 。 wei dao ying gai bu cuo 。]	examine	item	White pearl
You can grow this seed even in cold mountain ranges!	即使在寒冷的山脉中也可以种植这种种子！ [ji shi zai han leng de shan mai zhong ye ke yi zhong zhi zhe zhong zhong zi ！]	examine	item	White pearl seed
It's a piece of the Ancient Rock of the mountain people. It's still just a stone.	这是山民的一块古岩。它仍然只是一块石头。 [zhe shi shan min de yi kuai gu yan 。 ta reng ran zhi shi yi kuai shi tou 。]	examine	item	Half a rock
The corpse of a woman who died long ago.	一具死去很久的女人的尸体。 [yi ju si qu hen jiu de nv ren de shi ti 。]	examine	item	Corpse of woman
This used to belong to Asleif, daughter of the mountain camp chieftain.	这曾经属于山营酋长的女儿阿斯莱夫。 [zhe ceng jing shu yu shan ying qiu zhang de nv er a si lai fu 。]	examine	item	Asleif's necklace
Yuck, it's sticky, dirty mud.	哎呀，这是又粘又脏的泥巴。 [ai ya ， zhe shi you zhan you zang de ni ba 。]	examine	item	Mud
A muddy rock.	一块泥泞的岩石。 [yi kuai ni ning de yan shi 。]	examine	item	Muddy rock
It's just a long stick, really.	其实只是一根长棍子而已。 [qi shi zhi shi yi gen zhang gun zi er yi 。]	examine	item	Pole
Splintered into pieces, it has become completely useless to you.	分裂成碎片，它对你来说变得毫无用处。 [fen lie cheng sui pian ， ta dui ni lai shuo bian de hao wu yong chu 。]	examine	item	Broken pole
It's the rope you're holding.	是你抓着的绳子。 [shi ni zhua zhe de sheng zi 。]	examine	item	Rope
It's the pole you're holding.	这是你手里拿着的杆子。 [zhe shi ni shou li na zhe de gan zi 。]	examine	item	Pole
Quite ferocious looking.	看上去相当狰狞。 [kan shang qu xiang dang zheng ning 。]	examine	item	Bearhead
A fine castlewars Cape.	精美的城堡战争海角。 [jing mei de cheng bao zhan zheng hai jiao 。]	examine	item	Castlewars cloak
This could feed a family of gnomes for a week!	这可以养活一个侏儒家庭一周！ [zhe ke yi yang huo yi ge zhu ru jia ting yi zhou ！]	examine	item	Giant frog legs
Not the genie sort.	不是精灵那种。 [bu shi jing ling na zhong 。]	examine	item	Oil lamp
An oil lamp with no oil in it.	里面没有油的油灯。 [li mian mei you you de you deng 。]	examine	item	Empty oil lamp
Put a candle in to complete it.	放入蜡烛即可完成。 [fang ru la zhu ji ke wan cheng 。]	examine	item	Empty candle lantern
A candle in a glass cage.	玻璃笼子里的蜡烛。 [bo li long zi li de la zhu 。]	examine	item	Candle lantern
A flickering candle in a glass cage.	玻璃笼子里闪烁的蜡烛。 [bo li long zi li shan shuo de la zhu 。]	examine	item	Candle lantern
Put oil in to complete it.	放入油即可完成。 [fang ru you ji ke wan cheng 。]	examine	item	Empty oil lantern
An unlit oil lantern.	未点燃的油灯。 [wei dian ran de you deng 。]	examine	item	Oil lantern
It lights your way through the dark places of the earth.	它照亮了你穿越地球黑暗之地的道路。 [ta zhao liang le ni chuan yue di qiu hei an zhi di de dao lu 。]	examine	item	Oil lantern
Add the glass to complete.	添加玻璃即可完成。 [tian jia bo li ji ke wan cheng 。]	examine	item	Oil lantern frame
A roughly circular disc of glass.	一个大致圆形的玻璃盘。 [yi ge da zhi yuan xing de bo li pan 。]	examine	item	Lantern lens
You need to add a lens before you can use it.	您需要先添加镜头才能使用。 [nin xu yao xian tian jia jing tou cai neng shi yong 。]	examine	item	Bullseye lantern (unf)
You need to add lamp oil before you can use it.	使用前需要添加灯油。 [shi yong qian xu yao tian jia deng you 。]	examine	item	Bullseye lantern (empty)
A sturdy steel lantern.	坚固的钢灯笼。 [jian gu de gang deng long 。]	examine	item	Bullseye lantern
A sturdy steel lantern casting a bright beam.	坚固的钢灯笼投射出明亮的光束。 [jian gu de gang deng long tou she chu ming liang de guang shu 。]	examine	item	Bullseye lantern
You don't want to wear it inside-out.	你不想把它翻过来穿。 [ni bu xiang ba ta fan guo lai chuan 。]	examine	item	Spiny helmet
Not likely to last until next Halloween.	不太可能持续到下一个万圣节。 [bu tai ke neng chi xu dao xia yi ge wan sheng jie 。]	examine	item	Blue sweets
A holiday gift from the Easter Bunny.	来自复活节兔子的节日礼物。 [lai zi fu huo jie tu zi de jie ri li wu 。]	examine	item	Easter basket
Perhaps not the most powerful weapon in Gielinor.	也许不是吉林诺最强大的武器。 [ye xu bu shi ji lin nuo zui qiang da de wu qi 。]	examine	item	Rubber chicken
Made of gold and white gold.	由黄金和白金制成。 [you huang jin he bai jin zhi cheng 。]	examine	item	Gold helmet
The book is almost falling apart, you'll have to handle it quite carefully.	这本书快要散架了，你必须非常小心地处理它。 [zhe ben shu kuai yao san jia le ， ni bi xu fei chang xiao xin di chu li ta 。]	examine	item	Dwarven lore
A missing page from Rolad's book! It seems to be the first one.	罗拉德的书中缺少一页！好像是第一个。 [luo la de de shu zhong que shao yi ye ！ hao xiang shi di yi ge 。]	examine	item	Book page 1
A missing page from Rolad's book! It seems to be the second one.	罗拉德的书中缺少一页！好像是第二个了。 [luo la de de shu zhong que shao yi ye ！ hao xiang shi di er ge le 。]	examine	item	Book page 2
A missing page from Rolad's book! It seems to be the third one.	罗拉德的书中缺少一页！好像是第三个了。 [luo la de de shu zhong que shao yi ye ！ hao xiang shi di san ge le 。]	examine	item	Book page 3
Missing pages!	缺页！ [que ye ！]	examine	item	Pages
A collection of missing pages from Rolad's book!	罗拉德书中缺失的几页合集！ [luo la de shu zhong que shi de ji ye he ji ！]	examine	item	Pages
These are the base schematics of a dwarven multicannon	这些是矮人多管炮的基本原理图 [zhe xie shi ai ren duo guan pao de ji ben yuan li tu]	examine	item	Base schematics
A transparent overlay - details of something?	透明覆盖层 - 某物的细节？ [tou ming fu gai ceng  -  mou wu de xi jie ？]	examine	item	Schematic
Transparent overlays - details of something?	透明覆盖层 - 某物的细节？ [tou ming fu gai ceng  -  mou wu de xi jie ？]	examine	item	Schematics
The assembled schematic for modifying the dwarven multicannon.	用于修改矮人多管炮的组装示意图。 [yong yu xiu gai ai ren duo guan pao de zu zhuang shi yi tu 。]	examine	item	Schematic
A heavy gold metal sphere.	一个重金金属球。 [yi ge zhong jin jin shu qiu 。]	examine	item	Cannon ball
A black tipped spear.	一把黑色尖头的长矛。 [yi ba hei se jian tou de chang mao 。]	examine	item	Black spear
A poisoned black tipped spear.	有毒的黑色尖头长矛。 [you du de hei se jian tou chang mao 。]	examine	item	Black spear(p)
A Karambwan poisoned black tipped spear.	卡兰布万有毒的黑色尖矛。 [ka lan bu wan you du de hei se jian mao 。]	examine	item	Black spear(kp)
This looks pretty heavy.	这看起来相当重。 [zhe kan qi lai xiang dang zhong 。]	examine	item	Dragon plateskirt
Keys to the Mayor's house. (Used in The Feud).	市长家的钥匙。 （用于《世仇》）。 [shi zhang jia de yao shi 。 （ yong yu 《 shi chou 》）。]	examine	item	Keys
The Mayor of Pollnivneach's wife's jewels.	波尔尼夫内奇市长妻子的珠宝。 [bo er ni fu nei qi shi zhang qi zi de zhu bao 。]	examine	item	Jewels
Wear it on your head.	戴在头上。 [dai zai tou shang 。]	examine	item	Kharidian headpiece
Makes me itch.	让我心痒痒。 [rang wo xin yang yang 。]	examine	item	Fake beard
Makes my face itch.	搞得我脸痒痒的。 [gao de wo lian yang yang de 。]	examine	item	Karidian disguise
A note found in the Mayor's bedroom mentioning the word 'Fibonacci'.	在市长卧室发现的一张纸条提到了“斐波那契”一词。 [zai shi zhang wo shi fa xian de yi zhang zhi tiao ti dao le “ fei bo na qi ” yi ci 。]	examine	item	Note
A list of 5 numbers.	5 个数字的列表。 [5  ge shu zi de lie biao 。]	examine	item	Note
A handy little club made out of oak.	一个用橡木制成的方便的小俱乐部。 [yi ge yong xiang mu zhi cheng de fang bian de xiao ju le bu 。]	examine	item	Oak blackjack
A handy little club made out of willow.	一个用柳木制成的方便的小俱乐部。 [yi ge yong liu mu zhi cheng de fang bian de xiao ju le bu 。]	examine	item	Willow blackjack
Dung of the Camelus Horribleus variety.	可怕骆驼品种的粪便。 [ke pa luo tuo pin zhong de fen bian 。]	examine	item	Ugthanki dung
Poor Camel, what have I fed you?	可怜的骆驼，我给你吃了什么？ [ke lian de luo tuo ， wo gei ni chi le shen me ？]	examine	item	Ugthanki dung
A receipt for one 'Camelus Horribleus'.	一张“恐怖骆驼”的收据。 [yi zhang “ kong bu luo tuo ” de shou ju 。]	examine	item	Receipt
A red viscous liquid in a vial.	小瓶中的红色粘稠液体。 [xiao ping zhong de hong se nian chou ye ti 。]	examine	item	Hag's poison
Makes a hissing sound.	发出嘶嘶声。 [fa chu si si sheng 。]	examine	item	Snake charm
This is used to hold snakes.	这是用来固定蛇的。 [zhe shi yong lai gu ding she de 。]	examine	item	Snake basket
This basket contains a snake.	这个篮子里装着一条蛇。 [zhe ge lan zi li zhuang zhe yi tiao she 。]	examine	item	Snake basket full
A meaty and very hot kebab.	肉质非常热的烤肉串。 [rou zhi fei chang re de kao rou chuan 。]	examine	item	Super kebab
The bottle feels warm.	瓶子感觉很温暖。 [ping zi gan jue hen wen nuan 。]	examine	item	Red hot sauce
A disguise suitable for the desert.	适合沙漠的伪装。 [shi he sha mo de wei zhuang 。]	examine	item	Desert disguise
It has a picture of a dragon on it.	上面有一条龙的图画。 [shang mian you yi tiao long de tu hua 。]	examine	item	Spinning plate
Alas...	唉... [ai ...]	examine	item	Broken plate
An old faded letter.	一封褪色的旧信。 [yi feng tui shai de jiu xin 。]	examine	item	Letter
An archaeologist's notes.	一位考古学家的笔记。 [yi wei kao gu xue jia de bi ji 。]	examine	item	Varmen's notes
The museum curator's key (Used in The Golem quest).	博物馆馆长的钥匙（用于魔像任务）。 [bo wu guan guan zhang de yao shi （ yong yu mo xiang ren wu ）。]	examine	item	Display cabinet key
A beautifully-carved stone statuette.	雕刻精美的石像。 [diao ke jing mei de shi xiang 。]	examine	item	Statuette
It's pretty, but you wish you knew what it was.	它很漂亮，但你希望你知道它是什么。 [ta hen piao liang ， dan ni xi wang ni zhi dao ta shi shen me 。]	examine	item	Strange implement
It looks horrible.	看起来很可怕。 [kan qi lai hen ke pa 。]	examine	item	Black mushroom
A long feather patterned like a flame.	一根长长的羽毛，形状像火焰。 [yi gen chang chang de yu mao ， xing zhuang xiang huo yan 。]	examine	item	Phoenix feather
Black dye made out of mushrooms.	由蘑菇制成的黑色染料。 [you mo gu zhi cheng de hei se ran liao 。]	examine	item	Black dye
A phoenix feather using black dye as ink.	使用黑色染料作为墨水的凤凰羽毛。 [shi yong hei se ran liao zuo wei mo shui de feng huang yu mao 。]	examine	item	Phoenix quill pen
It reads 'YOUR TASK IS DONE'.	上面写着“你的任务已完成”。 [shang mian xie zhe “ ni de ren wu yi wan cheng ”。]	examine	item	Golem program
A tough-looking criminal.	一个外表凶狠的罪犯。 [yi ge wai biao xiong hen de zui fan 。]	examine	item	Bandit
A cheeky little lager.	一杯厚脸皮的小啤酒。 [yi bei hou lian pi de xiao pi jiu 。]	examine	item	Bandit's brew
Hot!	热的！ [re de ！]	examine	item	Fire
A copy of the engravings found on a mysterious stone tablet.	在一块神秘石碑上发现的雕刻副本。 [zai yi kuai shen mi shi bei shang fa xian de diao ke fu ben 。]	examine	item	Etchings
A rough translation made from archaeological etchings.	根据考古蚀刻版画进行的粗略翻译。 [gen ju kao gu shi ke ban hua jin xing de cu lve fan yi 。]	examine	item	Translation
This key is unusually warm to the touch (Used in the Smoke Dungeon in Desert Treasure).	这把钥匙摸起来异常温暖（在沙漠宝藏的烟雾地牢中使用）。 [zhe ba yao shi mo qi lai yi chang wen nuan （ zai sha mo bao zang de yan wu di lao zhong shi yong ）。]	examine	item	Warm key
A ring that allows you to see things that are normally invisible...	一枚戒指，可以让你看到平时看不见的东西...... [yi mei jie zhi ， ke yi rang ni kan dao ping shi kan bu jian de dong xi ......]	examine	item	Ring of visibility
A silver pot made by Ruantun.	阮屯制作的银壶。 [ruan tun zhi zuo de yin hu 。]	examine	item	Silver pot
A silver pot made by Ruantun and blessed on Entrana.	由阮吞制作并在恩特拉纳加持的银壶。 [you ruan tun zhi zuo bing zai en te la na jia chi de yin hu 。]	examine	item	Blessed pot
A silver pot made by Ruantun filled with your blood.	软屯打造的银壶，盛满了你的血。 [ruan tun da zao de yin hu ， sheng man le ni de xue 。]	examine	item	Silver pot
A blessed silver pot made by Ruantun filled with your blood.	阮吞制作的加持银壶，盛满了你的血。 [ruan tun zhi zuo de jia chi yin hu ， sheng man le ni de xue 。]	examine	item	Blessed pot
A silver pot made by Ruantun filled with blood and garlic.	阮吞制作的银锅，里面盛满了血和大蒜。 [ruan tun zhi zuo de yin guo ， li mian sheng man le xue he da suan 。]	examine	item	Silver pot
A blessed silver pot filled with blood and garlic.	一个受祝福的银锅，里面装满了血和大蒜。 [yi ge shou zhu fu de yin guo ， li mian zhuang man le xue he da suan 。]	examine	item	Blessed pot
A silver pot made by Ruantun filled with blood, garlic and spices.	阮屯制作的银锅，里面盛满了血、大蒜和香料。 [ruan tun zhi zuo de yin guo ， li mian sheng man le xue 、 da suan he xiang liao 。]	examine	item	Silver pot
A blessed silver pot filled with blood, garlic and spices.	一个神圣的银锅，里面装满了血、大蒜和香料。 [yi ge shen sheng de yin guo ， li mian zhuang man le xue 、 da suan he xiang liao 。]	examine	item	Blessed pot
A silver pot made by Ruantun filled with blood and spices.	阮吞制作的银锅，里面盛满了血和香料。 [ruan tun zhi zuo de yin guo ， li mian sheng man le xue he xiang liao 。]	examine	item	Silver pot
A blessed silver pot filled with blood and spices.	一个充满祝福的银锅，里面装满了血和香料。 [yi ge chong man zhu fu de yin guo ， li mian zhuang man le xue he xiang liao 。]	examine	item	Blessed pot
Finely ground garlic powder.	磨得很细的大蒜粉。 [mo de hen xi de da suan fen 。]	examine	item	Garlic powder
The Diamond of Blood.	血之钻石。 [xue zhi zuan shi 。]	examine	item	Blood diamond
The Diamond of Ice.	冰之钻石。 [bing zhi zuan shi 。]	examine	item	Ice diamond
The Diamond of Smoke.	烟之钻石。 [yan zhi zuan shi 。]	examine	item	Smoke diamond
The Diamond of Shadow.	暗影钻石。 [an ying zuan shi 。]	examine	item	Shadow diamond
An old and strangely shaped metal cross.	一个古老且形状奇怪的金属十字架。 [yi ge gu lao qie xing zhuang qi guai de jin shu shi zi jia 。]	examine	item	Gilded cross
A magical staff of ancient origin...	一根古老起源的魔法杖…… [yi gen gu lao qi yuan de mo fa zhang ……]	examine	item	Ancient staff
It's an amulet of cat speak. It makes vague purring noises.	这是猫语的护身符。它发出模糊的咕噜声。 [zhe shi mao yu de hu shen fu 。 ta fa chu mo hu de gu lu sheng 。]	examine	item	Catspeak amulet
It has a lid shaped like a man. I think it contains someone's liver. Yuck!	它有一个像人一样的盖子。我认为里面有某人的肝脏。哎呀！ [ta you yi ge xiang ren yi yang de gai zi 。 wo ren wei li mian you mou ren de gan zang 。 ai ya ！]	examine	item	Canopic jar
It has a lid shaped like an ape. Eeew! I think it contains someone's intestines.	它有一个形状像猿的盖子。哎哟！我认为里面有某人的肠子。 [ta you yi ge xing zhuang xiang yuan de gai zi 。 ai yo ！ wo ren wei li mian you mou ren de chang zi 。]	examine	item	Canopic jar
It has a lid shaped like a bug. Disgusting! I think there's a stomach inside.	它有一个形状像虫子的盖子。恶心！我觉得里面有一个胃。 [ta you yi ge xing zhuang xiang chong zi de gai zi 。 e xin ！ wo jue de li mian you yi ge wei 。]	examine	item	Canopic jar
It has a lid shaped like a crocodile. Yuck! I think there are lungs inside.	它有一个鳄鱼形状的盖子。哎呀！我认为里面有肺。 [ta you yi ge e yu xing zhuang de gai zi 。 ai ya ！ wo ren wei li mian you fei 。]	examine	item	Canopic jar
A Menaphite lucky charm.	梅纳菲特幸运符。 [mei na fei te xing yun fu 。]	examine	item	Holy symbol
A sign of the Devourer.	吞噬者的标志。 [tun shi zhe de biao zhi 。]	examine	item	Unholy symbol
One sheet of mummy wrap.	一张木乃伊包裹纸。 [yi zhang mu nai yi bao guo zhi 。]	examine	item	Linen
Written by Bod E. Wrapper.	作者：Bod E. Wrapper。 [zuo zhe ：Bod E. Wrapper。]	examine	item	Embalming manual
It's a bucket of sap.	这是一桶汁液。 [zhe shi yi tong zhi ye 。]	examine	item	Bucket of sap
A little heap of salt.	一小堆盐。 [yi xiao dui yan 。]	examine	item	Pile of salt
A miniature golden statue of a sphinx.	狮身人面像的微型金色雕像。 [shi shen ren mian xiang de wei xing jin se diao xiang 。]	examine	item	Sphinx's token
Some very delicate thin pressed gold.	一些非常精致的薄压金。 [yi xie fei chang jing zhi de bao ya jin 。]	examine	item	Gold leaf
It's a bucket of salty water.	这是一桶咸水。 [zhe shi yi tong xian shui 。]	examine	item	Bucket of saltwater
A combined Water and Fire Rune.	水与火的结合符文。 [shui yu huo de jie he fu wen 。]	examine	item	Steam rune
A combined Air and Water Rune.	空气和水符文的组合。 [kong qi he shui fu wen de zu he 。]	examine	item	Mist rune
A combined Air and Earth Rune.	空气符文和土符文的组合。 [kong qi fu wen he tu fu wen de zu he 。]	examine	item	Dust rune
A combined Air and Fire Rune.	风符文和火符文的组合。 [feng fu wen he huo fu wen de zu he 。]	examine	item	Smoke rune
A combined Earth and Water Rune.	土符文和水符文的组合。 [tu fu wen he shui fu wen de zu he 。]	examine	item	Mud rune
A combined Earth and Fire Rune.	土符文和火符文的组合。 [tu fu wen he huo fu wen de zu he 。]	examine	item	Lava rune
A bullseye lantern with a sapphire for a lens.	带有蓝宝石镜片的牛眼灯笼。 [dai you lan bao shi jing pian de niu yan deng long 。]	examine	item	Sapphire lantern
A lantern casting a bright blue beam.	灯笼投射出明亮的蓝色光束。 [deng long tou she chu ming liang de lan se guang shu 。]	examine	item	Sapphire lantern
Doesn't look very special.	看起来不是很特别。 [kan qi lai bu shi hen te bie 。]	examine	item	Magic stone
A magic stone bowl for catching the tears of Guthix.	用于接古斯克斯眼泪的魔法石碗。 [yong yu jie gu si ke si yan lei de mo fa shi wan 。]	examine	item	Stone bowl
This book must be really old!	这本书一定很老了！ [zhe ben shu yi ding hen lao le ！]	examine	item	Crumbling tome
Ahrim the Blighted's leather hood.	枯萎者阿利姆的皮兜帽。 [ku wei zhe a li mu de pi dou mao 。]	examine	item	Ahrim's hood
Ahrim the Blighted's quarterstaff.	枯萎者阿利姆的四杖。 [ku wei zhe a li mu de si zhang 。]	examine	item	Ahrim's staff
Ahrim the Blighted's armoured robe top.	枯萎者阿赫里姆的铠甲长袍上衣。 [ku wei zhe a he li mu de kai jia chang pao shang yi 。]	examine	item	Ahrim's robetop
Ahrim the Blighted's armoured robe skirt.	枯萎者阿赫里姆的铠甲长袍裙子。 [ku wei zhe a he li mu de kai jia chang pao qun zi 。]	examine	item	Ahrim's robeskirt
Dharok the Wretched's helm.	可怜者达罗克的头盔。 [ke lian zhe da luo ke de tou kui 。]	examine	item	Dharok's helm
Dharok the Wretched's greataxe.	可怜者达罗克的巨斧。 [ke lian zhe da luo ke de ju fu 。]	examine	item	Dharok's greataxe
Dharok the Wretched's platebody armour.	可怜者达罗克的板甲。 [ke lian zhe da luo ke de ban jia 。]	examine	item	Dharok's platebody
Dharok the Wretched's plate leg armour.	可怜者达罗克的板甲腿甲。 [ke lian zhe da luo ke de ban jia tui jia 。]	examine	item	Dharok's platelegs
Guthan the Infested's helm.	感染者古森的头盔。 [gan ran zhe gu sen de tou kui 。]	examine	item	Guthan's helm
Guthan the Infested's warspear.	感染者古森的战矛。 [gan ran zhe gu sen de zhan mao 。]	examine	item	Guthan's warspear
Guthan the Infested's platebody armour.	感染者古森的板甲。 [gan ran zhe gu sen de ban jia 。]	examine	item	Guthan's platebody
Guthan the Infested's chainskirt.	感染者古森的链裙。 [gan ran zhe gu sen de lian qun 。]	examine	item	Guthan's chainskirt
Karil the Tainted's coif.	被污染者卡里尔的头巾。 [bei wu ran zhe ka li er de tou jin 。]	examine	item	Karil's coif
Karil the Tainted's repeating crossbow.	被污染者卡里尔的连发弩。 [bei wu ran zhe ka li er de lian fa nu 。]	examine	item	Karil's crossbow
Karil the Tainted's leather body armour.	被污染的卡里尔的皮革防弹衣。 [bei wu ran de ka li er de pi ge fang dan yi 。]	examine	item	Karil's leathertop
Karil the Tainted's leather skirt.	被污染的卡里尔的皮裙。 [bei wu ran de ka li er de pi qun 。]	examine	item	Karil's leatherskirt
Must need a special type of crossbow to use this.	必须需要特殊类型的弩才能使用它。 [bi xu xu yao te shu lei xing de nu cai neng shi yong ta 。]	examine	item	Bolt rack
Torag the Corrupted's helm.	腐化者托拉格的头盔。 [fu hua zhe tuo la ge de tou kui 。]	examine	item	Torag's helm
Torag the Corrupted's twin hammers.	腐化者托拉格的双锤。 [fu hua zhe tuo la ge de shuang chui 。]	examine	item	Torag's hammers
Torag the Corrupted's platebody armour.	腐化者托拉格的板甲。 [fu hua zhe tuo la ge de ban jia 。]	examine	item	Torag's platebody
Torag the Corrupted's plate leg armour.	腐化者托拉格的板甲腿甲。 [fu hua zhe tuo la ge de ban jia tui jia 。]	examine	item	Torag's platelegs
Verac the Defiled's helm.	玷污者维拉克的头盔。 [dian wu zhe wei la ke de tou kui 。]	examine	item	Verac's helm
Verac the Defiled's flail.	玷污者维拉克的连枷。 [dian wu zhe wei la ke de lian jia 。]	examine	item	Verac's flail
Verac the Defiled's brassard.	玷污者维拉克的胸甲。 [dian wu zhe wei la ke de xiong jia 。]	examine	item	Verac's brassard
Verac the Defiled's plate skirt.	玷污者维拉克的板裙。 [dian wu zhe wei la ke de ban qun 。]	examine	item	Verac's plateskirt
Blunt bronze arrow... ouch.	青铜钝箭……哎呀。 [qing tong dun jian …… ai ya 。]	examine	item	Bronze brutal
Blunt iron arrow... ouch.	钝铁箭……哎呀。 [dun tie jian …… ai ya 。]	examine	item	Iron brutal
Blunt steel arrow... ouch.	钝钢箭……哎呀。 [dun gang jian …… ai ya 。]	examine	item	Steel brutal
